variant,N,BX,BY,TX,TY,SB,PAD,med_time_ms,std_time_ms,min_gbs,med_gbs,max_gbs,pct_peak_bw
naive,16384,32,8,1,8,32,1,4.3787,0.0120,486.2,490.4,493.4,14.4
blocked,16384,32,8,1,8,8,1,4.3598,0.0127,486.2,492.6,496.3,14.5
blocked,16384,32,8,1,8,32,1,4.3856,0.0121,484.6,489.7,492.4,14.4
blocked,16384,32,8,1,8,64,1,4.3625,0.0131,485.6,492.3,495.9,14.5
blocked,16384,32,8,1,8,128,1,4.3633,0.0128,487.4,492.2,494.8,14.5
blocked,16384,32,8,1,8,256,1,4.3313,0.0125,489.2,495.8,498.9,14.6
smem,16384,32,8,1,8,32,1,1.1888,0.0136,1633.0,1806.4,1817.2,53.2
smem_blk,16384,32,8,1,8,8,1,1.1858,0.0072,1715.8,1811.0,1824.7,53.4
smem_blk,16384,32,8,1,8,32,1,1.1860,0.0076,1708.9,1810.6,1820.8,53.3
smem_blk,16384,32,8,1,8,64,1,1.1868,0.0074,1707.1,1809.5,1817.2,53.3
smem_blk,16384,32,8,1,8,128,1,1.1792,0.0072,1725.7,1821.2,1832.0,53.7
smem_blk,16384,32,8,1,8,256,1,1.1831,0.0078,1712.3,1815.1,1826.2,53.5
smem_pad,16384,32,8,1,8,32,1,0.6710,0.0096,2807.1,3200.3,3221.4,94.3
smem_pad_blk,16384,32,8,1,8,32,1,0.6700,0.0096,2823.7,3205.0,3234.2,94.4
naive,16384,32,16,1,8,32,1,4.3818,0.0102,483.8,490.1,492.2,14.4
blocked,16384,32,16,1,8,8,1,4.3666,0.0117,484.3,491.8,495.0,14.5
blocked,16384,32,16,1,8,32,1,4.3681,0.0123,483.6,491.6,493.8,14.5
blocked,16384,32,16,1,8,64,1,4.3913,0.0102,482.6,489.0,491.5,14.4
blocked,16384,32,16,1,8,128,1,4.3622,0.0118,483.7,492.3,495.7,14.5
blocked,16384,32,16,1,8,256,1,4.3486,0.0127,487.3,493.8,497.2,14.5
smem,16384,32,16,1,8,32,1,1.1793,0.0071,1722.3,1820.9,1829.0,53.6
smem_blk,16384,32,16,1,8,8,1,1.1800,0.0067,1728.3,1819.9,1826.6,53.6
smem_blk,16384,32,16,1,8,32,1,1.1863,0.0065,1727.7,1810.2,1816.7,53.3
smem_blk,16384,32,16,1,8,64,1,1.1889,0.0069,1713.6,1806.3,1815.1,53.2
smem_blk,16384,32,16,1,8,128,1,1.1869,0.0074,1709.4,1809.3,1815.7,53.3
smem_blk,16384,32,16,1,8,256,1,1.1897,0.0078,1700.3,1805.1,1813.0,53.2
smem_pad,16384,32,16,1,8,32,1,0.7076,0.0259,2222.7,3034.8,3071.8,89.4
smem_pad_blk,16384,32,16,1,8,32,1,0.7103,0.0061,2814.1,3023.4,3067.3,89.1
naive,16384,32,8,2,4,32,1,4.2568,0.0064,498.5,504.5,505.5,14.9
blocked,16384,32,8,2,4,8,1,4.2657,0.0071,497.4,503.4,504.7,14.8
blocked,16384,32,8,2,4,32,1,4.2570,0.0078,497.5,504.5,505.7,14.9
blocked,16384,32,8,2,4,64,1,4.2700,0.0066,497.0,502.9,504.2,14.8
blocked,16384,32,8,2,4,128,1,4.3014,0.0112,493.3,499.2,501.5,14.7
blocked,16384,32,8,2,4,256,1,4.2806,0.0074,494.8,501.7,503.0,14.8
smem,16384,32,8,2,4,32,1,1.1913,0.0078,1711.0,1802.6,1814.3,53.1
smem_blk,16384,32,8,2,4,8,1,1.1898,0.0073,1722.6,1804.9,1811.7,53.2
smem_blk,16384,32,8,2,4,32,1,1.1888,0.0097,1689.7,1806.4,1816.8,53.2
smem_blk,16384,32,8,2,4,64,1,1.1878,0.0088,1708.8,1807.9,1819.5,53.3
smem_blk,16384,32,8,2,4,128,1,1.1919,0.0088,1698.3,1801.7,1809.8,53.1
smem_blk,16384,32,8,2,4,256,1,1.1893,0.0088,1692.6,1805.7,1815.6,53.2
smem_pad,16384,32,8,2,4,32,1,0.6722,0.0080,2861.9,3194.7,3211.4,94.1
smem_swiz,16384,32,8,2,4,32,1,0.6787,0.0086,2810.0,3164.2,3178.1,93.2
smem_blk_swiz,16384,32,8,2,4,8,1,0.6736,0.0085,2837.7,3188.1,3205.3,93.9
smem_blk_swiz,16384,32,8,2,4,32,1,0.6767,0.0083,2833.6,3173.7,3186.7,93.5
smem_blk_swiz,16384,32,8,2,4,64,1,0.6750,0.0088,2822.2,3181.4,3208.0,93.7
smem_blk_swiz,16384,32,8,2,4,128,1,0.6760,0.0104,2758.7,3176.8,3200.4,93.6
smem_blk_swiz,16384,32,8,2,4,256,1,0.6748,0.0084,2835.3,3182.2,3198.7,93.7
smem_pad_blk,16384,32,8,2,4,32,1,0.6736,0.0082,2847.0,3188.1,3207.1,93.9
naive,16384,32,16,2,4,32,1,4.3434,0.0082,488.4,494.4,496.2,14.6
blocked,16384,32,16,2,4,8,1,4.3199,0.0074,491.0,497.1,498.4,14.6
blocked,16384,32,16,2,4,32,1,4.2952,0.0099,491.0,500.0,501.6,14.7
blocked,16384,32,16,2,4,64,1,4.2946,0.0084,492.6,500.0,501.3,14.7
blocked,16384,32,16,2,4,128,1,4.2735,0.0089,494.2,502.5,503.9,14.8
blocked,16384,32,16,2,4,256,1,4.2539,0.0110,496.7,504.8,507.0,14.9
smem,16384,32,16,2,4,32,1,1.1815,0.0073,1714.8,1817.6,1822.9,53.5
smem_blk,16384,32,16,2,4,8,1,1.1847,0.0064,1728.5,1812.7,1820.1,53.4
smem_blk,16384,32,16,2,4,32,1,1.1812,0.0062,1729.9,1818.1,1822.6,53.6
smem_blk,16384,32,16,2,4,64,1,1.1828,0.0064,1726.2,1815.5,1822.5,53.5
smem_blk,16384,32,16,2,4,128,1,1.1820,0.0061,1729.9,1816.8,1822.9,53.5
smem_blk,16384,32,16,2,4,256,1,1.1823,0.0073,1714.4,1816.4,1821.7,53.5
smem_pad,16384,32,16,2,4,32,1,0.6720,0.0068,2919.7,3195.6,3218.7,94.1
smem_swiz,16384,32,16,2,4,32,1,0.6735,0.0094,2808.7,3188.7,3214.0,93.9
smem_blk_swiz,16384,32,16,2,4,8,1,0.6741,0.0075,2886.7,3185.7,3211.3,93.9
smem_blk_swiz,16384,32,16,2,4,32,1,0.6731,0.0067,2924.4,3190.3,3215.9,94.0
smem_blk_swiz,16384,32,16,2,4,64,1,0.6759,0.0081,2845.4,3177.3,3202.5,93.6
smem_blk_swiz,16384,32,16,2,4,128,1,0.6732,0.0096,2802.2,3190.2,3215.7,94.0
smem_blk_swiz,16384,32,16,2,4,256,1,0.6798,0.0082,2832.7,3159.0,3183.7,93.1
smem_pad_blk,16384,32,16,2,4,32,1,0.6718,0.0086,2848.4,3196.6,3224.4,94.2
naive,16384,32,8,4,1,32,1,4.4098,0.0066,481.1,487.0,488.0,14.3
blocked,16384,32,8,4,1,8,1,4.4980,0.0089,469.6,477.4,478.6,14.1
blocked,16384,32,8,4,1,32,1,4.3999,0.0069,482.1,488.1,489.6,14.4
blocked,16384,32,8,4,1,64,1,4.4679,0.0095,473.0,480.6,482.1,14.2
blocked,16384,32,8,4,1,128,1,4.4006,0.0084,479.8,488.0,488.9,14.4
blocked,16384,32,8,4,1,256,1,4.3933,0.0085,480.9,488.8,490.0,14.4
smem,16384,32,8,4,1,32,1,0.7297,0.0108,2571.7,2942.9,2951.0,86.7
smem_blk,16384,32,8,4,1,8,1,0.7248,0.0095,2624.2,2963.1,2971.9,87.3
smem_blk,16384,32,8,4,1,32,1,0.7298,0.0085,2646.6,2942.7,2958.7,86.7
smem_blk,16384,32,8,4,1,64,1,0.7236,0.0102,2607.1,2967.8,2978.9,87.4
smem_blk,16384,32,8,4,1,128,1,0.7287,0.0092,2628.0,2946.9,2967.4,86.8
smem_blk,16384,32,8,4,1,256,1,0.7224,0.0084,2668.2,2972.8,2987.0,87.6
smem_pad,16384,32,8,4,1,32,1,0.7070,0.0122,2591.6,3037.3,3049.7,89.5
smem_swiz,16384,32,8,4,1,32,1,0.7083,0.0096,2673.8,3032.0,3043.2,89.3
smem_blk_swiz,16384,32,8,4,1,8,1,0.7073,0.0084,2718.5,3036.3,3045.4,89.5
smem_blk_swiz,16384,32,8,4,1,32,1,0.7076,0.0105,2645.5,3035.0,3049.6,89.4
smem_blk_swiz,16384,32,8,4,1,64,1,0.7079,0.0088,2702.6,3033.5,3047.1,89.4
smem_blk_swiz,16384,32,8,4,1,128,1,0.7081,0.0119,2599.0,3032.9,3044.5,89.3
smem_blk_swiz,16384,32,8,4,1,256,1,0.7063,0.0112,2629.5,3040.3,3053.6,89.6
smem_pad_blk,16384,32,8,4,1,32,1,0.7039,0.0124,2595.9,3051.0,3066.3,89.9
naive,16384,32,16,4,1,32,1,4.1415,0.0082,510.0,518.5,520.0,15.3
blocked,16384,32,16,4,1,8,1,4.1201,0.0063,515.1,521.2,522.4,15.4
blocked,16384,32,16,4,1,32,1,4.1430,0.0079,509.7,518.3,519.5,15.3
blocked,16384,32,16,4,1,64,1,4.1185,0.0083,512.5,521.4,522.8,15.4
blocked,16384,32,16,4,1,128,1,4.1302,0.0080,511.6,519.9,521.7,15.3
blocked,16384,32,16,4,1,256,1,4.1323,0.0075,512.0,519.7,520.9,15.3
smem,16384,32,16,4,1,32,1,0.8643,0.0129,2186.8,2484.6,2499.9,73.2
smem_blk,16384,32,16,4,1,8,1,0.8653,0.0102,2257.6,2481.7,2497.0,73.1
smem_blk,16384,32,16,4,1,32,1,0.8657,0.0104,2253.8,2480.5,2495.8,73.1
smem_blk,16384,32,16,4,1,64,1,0.8658,0.0093,2268.6,2480.3,2496.8,73.1
smem_blk,16384,32,16,4,1,128,1,0.8626,0.0099,2254.1,2489.6,2502.2,73.3
smem_blk,16384,32,16,4,1,256,1,0.8709,0.0126,2185.2,2465.8,2485.2,72.6
smem_pad,16384,32,16,4,1,32,1,0.7202,0.0105,2607.9,2981.7,2999.5,87.8
smem_swiz,16384,32,16,4,1,32,1,0.7256,0.0118,2551.1,2959.7,2976.5,87.2
smem_blk_swiz,16384,32,16,4,1,8,1,0.7246,0.0082,2672.3,2963.7,2982.0,87.3
smem_blk_swiz,16384,32,16,4,1,32,1,0.7244,0.0092,2637.0,2964.4,2980.1,87.3
smem_blk_swiz,16384,32,16,4,1,64,1,0.7235,0.0074,2702.4,2968.0,2986.5,87.4
smem_blk_swiz,16384,32,16,4,1,128,1,0.7223,0.0088,2659.8,2973.2,2991.7,87.6
smem_blk_swiz,16384,32,16,4,1,256,1,0.7235,0.0089,2648.4,2968.4,2983.4,87.4
smem_pad_blk,16384,32,16,4,1,32,1,0.7213,0.0157,2447.4,2977.2,2996.9,87.7
naive,16384,32,8,4,2,32,1,4.4835,0.0092,471.9,479.0,480.6,14.1
blocked,16384,32,8,4,2,8,1,4.5029,0.0082,470.8,476.9,478.2,14.1
blocked,16384,32,8,4,2,32,1,4.4825,0.0074,473.9,479.1,480.5,14.1
blocked,16384,32,8,4,2,64,1,4.5000,0.0108,467.8,477.2,478.9,14.1
blocked,16384,32,8,4,2,128,1,4.4874,0.0093,470.8,478.6,480.6,14.1
blocked,16384,32,8,4,2,256,1,4.4960,0.0082,471.9,477.6,478.9,14.1
smem,16384,32,8,4,2,32,1,0.7694,0.0139,2374.9,2791.1,2811.9,82.2
smem_blk,16384,32,8,4,2,8,1,0.7691,0.0088,2539.6,2792.4,2814.3,82.3
smem_blk,16384,32,8,4,2,32,1,0.7709,0.0103,2471.5,2785.8,2806.1,82.1
smem_blk,16384,32,8,4,2,64,1,0.7676,0.0087,2539.9,2797.8,2816.3,82.4
smem_blk,16384,32,8,4,2,128,1,0.7693,0.0107,2473.4,2791.6,2810.5,82.2
smem_blk,16384,32,8,4,2,256,1,0.7675,0.0104,2488.6,2798.0,2820.2,82.4
smem_pad,16384,32,8,4,2,32,1,0.6761,0.0073,2873.1,3176.2,3192.8,93.6
smem_swiz,16384,32,8,4,2,32,1,0.6764,0.0081,2845.2,3174.7,3193.4,93.5
smem_blk_swiz,16384,32,8,4,2,8,1,0.6791,0.0075,2860.7,3162.5,3188.2,93.2
smem_blk_swiz,16384,32,8,4,2,32,1,0.6764,0.0085,2825.4,3174.6,3194.4,93.5
smem_blk_swiz,16384,32,8,4,2,64,1,0.6791,0.0079,2839.0,3162.4,3185.8,93.2
smem_blk_swiz,16384,32,8,4,2,128,1,0.6742,0.0074,2877.4,3185.4,3201.0,93.8
smem_blk_swiz,16384,32,8,4,2,256,1,0.6764,0.0099,2774.6,3174.9,3197.6,93.5
smem_pad_blk,16384,32,8,4,2,32,1,0.6745,0.0094,2799.6,3184.0,3198.6,93.8
naive,16384,32,16,4,2,32,1,4.0440,0.0089,523.6,531.0,532.9,15.6
blocked,16384,32,16,4,2,8,1,4.0116,0.0074,529.3,535.3,537.3,15.8
blocked,16384,32,16,4,2,32,1,4.0684,0.0092,519.5,527.8,530.1,15.6
blocked,16384,32,16,4,2,64,1,4.0282,0.0085,525.3,533.1,534.9,15.7
blocked,16384,32,16,4,2,128,1,4.0287,0.0069,527.0,533.0,534.8,15.7
blocked,16384,32,16,4,2,256,1,3.9723,0.0092,531.1,540.6,542.6,15.9
smem,16384,32,16,4,2,32,1,1.1835,0.0080,1701.8,1814.6,1820.0,53.5
smem_blk,16384,32,16,4,2,8,1,1.1852,0.0075,1711.9,1811.9,1820.3,53.4
smem_blk,16384,32,16,4,2,32,1,1.1855,0.0060,1735.3,1811.5,1819.5,53.4
smem_blk,16384,32,16,4,2,64,1,1.1859,0.0081,1707.9,1810.9,1821.0,53.3
smem_blk,16384,32,16,4,2,128,1,1.1876,0.0094,1688.0,1808.3,1819.8,53.3
smem_blk,16384,32,16,4,2,256,1,1.1853,0.0072,1714.1,1811.8,1821.4,53.4
smem_pad,16384,32,16,4,2,32,1,0.7004,0.0077,2770.3,3066.1,3081.5,90.3
smem_swiz,16384,32,16,4,2,32,1,0.7013,0.0089,2726.8,3062.3,3084.8,90.2
smem_blk_swiz,16384,32,16,4,2,8,1,0.7015,0.0081,2756.7,3061.3,3080.4,90.2
smem_blk_swiz,16384,32,16,4,2,32,1,0.7014,0.0090,2724.6,3061.7,3082.2,90.2
smem_blk_swiz,16384,32,16,4,2,64,1,0.7019,0.0089,2726.6,3059.7,3085.3,90.1
smem_blk_swiz,16384,32,16,4,2,128,1,0.7037,0.0082,2741.9,3051.6,3075.6,89.9
smem_blk_swiz,16384,32,16,4,2,256,1,0.6984,0.0089,2736.3,3074.9,3098.9,90.6
smem_pad_blk,16384,32,16,4,2,32,1,0.7017,0.0072,2781.3,3060.3,3077.8,90.2
naive,16384,32,8,2,2,32,1,4.1319,0.0066,512.8,519.7,520.7,15.3
blocked,16384,32,8,2,2,8,1,4.2014,0.0074,503.6,511.1,512.6,15.1
blocked,16384,32,8,2,2,32,1,4.2400,0.0064,499.9,506.5,507.5,14.9
blocked,16384,32,8,2,2,64,1,4.1613,0.0067,508.7,516.1,516.7,15.2
blocked,16384,32,8,2,2,128,1,4.2620,0.0089,495.0,503.9,505.1,14.8
blocked,16384,32,8,2,2,256,1,4.1883,0.0075,504.9,512.7,513.8,15.1
smem,16384,32,8,2,2,32,1,0.8136,0.0098,2372.8,2639.4,2655.1,77.8
cutensor,16384,0,0,0,0,32,0,0.6850,0.0034,3027.4,3134.6,3159.4,92.3
smem_blk,16384,32,8,2,2,8,1,0.8193,0.0112,2323.0,2621.0,2636.7,77.2
cutensor_blk,16384,0,0,0,0,8,0,0.6160,0.0018,3394.8,3483.6,3492.0,102.6
cutensor_blk,16384,0,0,0,0,32,0,0.6180,0.0019,3379.8,3474.1,3484.7,102.3
cutensor_blk,16384,0,0,0,0,64,0,0.7420,0.0023,2818.6,2893.9,2903.5,85.3
cutensor_blk,16384,0,0,0,0,128,0,0.7420,0.0023,2813.9,2892.5,2899.5,85.2
