n,m,mode,variant,bi,bj,bk,ti,tj,tk,run,time_us
4096,4096,3,blocked,32,64,32,0,0,0,5,438635.81
4096,4096,3,blocked,32,64,32,0,0,0,6,421530.61
4096,4096,3,blocked,32,64,32,0,0,0,7,399663.90
4096,4096,4,tiled,0,0,0,32,64,32,0,663885.48
4096,4096,4,tiled,0,0,0,32,64,32,1,664234.62
4096,4096,4,tiled,0,0,0,32,64,32,2,663943.83
4096,4096,4,tiled,0,0,0,32,64,32,3,664171.36
4096,4096,4,tiled,0,0,0,32,64,32,4,664192.00
4096,4096,4,tiled,0,0,0,32,64,32,5,664260.55
4096,4096,4,tiled,0,0,0,32,64,32,6,663896.17
4096,4096,4,tiled,0,0,0,32,64,32,7,664424.35
4096,4096,3,blocked,32,64,64,0,0,0,0,510219.19
4096,4096,3,blocked,32,64,64,0,0,0,1,510648.04
4096,4096,3,blocked,32,64,64,0,0,0,2,491927.71
4096,4096,3,blocked,32,64,64,0,0,0,3,479114.92
4096,4096,3,blocked,32,64,64,0,0,0,4,490692.58
4096,4096,3,blocked,32,64,64,0,0,0,5,503697.01
4096,4096,3,blocked,32,64,64,0,0,0,6,533512.33
4096,4096,3,blocked,32,64,64,0,0,0,7,470781.89
4096,4096,4,tiled,0,0,0,32,64,64,0,671910.53
4096,4096,4,tiled,0,0,0,32,64,64,1,671045.15
4096,4096,4,tiled,0,0,0,32,64,64,2,671874.76
4096,4096,4,tiled,0,0,0,32,64,64,3,671672.59
4096,4096,4,tiled,0,0,0,32,64,64,4,671125.37
4096,4096,4,tiled,0,0,0,32,64,64,5,675123.32
4096,4096,4,tiled,0,0,0,32,64,64,6,672192.15
4096,4096,4,tiled,0,0,0,32,64,64,7,671428.37
4096,4096,3,blocked,32,64,128,0,0,0,0,566286.17
4096,4096,3,blocked,32,64,128,0,0,0,1,578163.08
4096,4096,3,blocked,32,64,128,0,0,0,2,663084.78
4096,4096,3,blocked,32,64,128,0,0,0,3,1015610.43
4096,4096,3,blocked,32,64,128,0,0,0,4,599116.56
4096,4096,3,blocked,32,64,128,0,0,0,5,699605.09
4096,4096,3,blocked,32,64,128,0,0,0,6,632717.73
4096,4096,3,blocked,32,64,128,0,0,0,7,1377581.98
4096,4096,4,tiled,0,0,0,32,64,128,0,664427.39
4096,4096,4,tiled,0,0,0,32,64,128,1,664773.56
4096,4096,4,tiled,0,0,0,32,64,128,2,662102.49
4096,4096,4,tiled,0,0,0,32,64,128,3,663650.15
4096,4096,4,tiled,0,0,0,32,64,128,4,665115.99
4096,4096,4,tiled,0,0,0,32,64,128,5,665342.07
4096,4096,4,tiled,0,0,0,32,64,128,6,662740.52
4096,4096,4,tiled,0,0,0,32,64,128,7,664536.75
4096,4096,3,blocked,32,64,256,0,0,0,0,2835242.48
4096,4096,3,blocked,32,64,256,0,0,0,1,3270119.13
4096,4096,3,blocked,32,64,256,0,0,0,2,2784283.23
4096,4096,3,blocked,32,64,256,0,0,0,3,2488835.87
4096,4096,3,blocked,32,64,256,0,0,0,4,2875656.11
4096,4096,3,blocked,32,64,256,0,0,0,5,830433.55
4096,4096,3,blocked,32,64,256,0,0,0,6,3354399.97
4096,4096,3,blocked,32,64,256,0,0,0,7,926079.47
4096,4096,4,tiled,0,0,0,32,64,256,0,654918.64
4096,4096,4,tiled,0,0,0,32,64,256,1,654064.68
4096,4096,4,tiled,0,0,0,32,64,256,2,655110.83
4096,4096,4,tiled,0,0,0,32,64,256,3,654072.49
4096,4096,4,tiled,0,0,0,32,64,256,4,654526.59
4096,4096,4,tiled,0,0,0,32,64,256,5,653953.23
4096,4096,4,tiled,0,0,0,32,64,256,6,653802.67
4096,4096,4,tiled,0,0,0,32,64,256,7,653663.10
4096,4096,3,blocked,32,128,32,0,0,0,0,783941.59
4096,4096,3,blocked,32,128,32,0,0,0,1,712994.07
4096,4096,3,blocked,32,128,32,0,0,0,2,690596.53
4096,4096,3,blocked,32,128,32,0,0,0,3,760672.08
4096,4096,3,blocked,32,128,32,0,0,0,4,782774.46
4096,4096,3,blocked,32,128,32,0,0,0,5,714675.88
4096,4096,3,blocked,32,128,32,0,0,0,6,748948.71
4096,4096,3,blocked,32,128,32,0,0,0,7,720996.69
4096,4096,4,tiled,0,0,0,32,128,32,0,668144.83
4096,4096,4,tiled,0,0,0,32,128,32,1,668584.65
4096,4096,4,tiled,0,0,0,32,128,32,2,668928.48
4096,4096,4,tiled,0,0,0,32,128,32,3,668153.37
4096,4096,4,tiled,0,0,0,32,128,32,4,668504.05
4096,4096,4,tiled,0,0,0,32,128,32,5,668246.04
4096,4096,4,tiled,0,0,0,32,128,32,6,668560.27
4096,4096,4,tiled,0,0,0,32,128,32,7,667938.82
4096,4096,3,blocked,32,128,64,0,0,0,0,736193.31
4096,4096,3,blocked,32,128,64,0,0,0,1,661306.58
4096,4096,3,blocked,32,128,64,0,0,0,2,704620.40
4096,4096,3,blocked,32,128,64,0,0,0,3,818388.94
4096,4096,3,blocked,32,128,64,0,0,0,4,1624425.95
4096,4096,3,blocked,32,128,64,0,0,0,5,640792.41
4096,4096,3,blocked,32,128,64,0,0,0,6,989764.24
4096,4096,3,blocked,32,128,64,0,0,0,7,760169.85
4096,4096,4,tiled,0,0,0,32,128,64,0,667456.87
4096,4096,4,tiled,0,0,0,32,128,64,1,665961.24
4096,4096,4,tiled,0,0,0,32,128,64,2,666442.50
4096,4096,4,tiled,0,0,0,32,128,64,3,666145.81
4096,4096,4,tiled,0,0,0,32,128,64,4,664911.22
4096,4096,4,tiled,0,0,0,32,128,64,5,665814.81
4096,4096,4,tiled,0,0,0,32,128,64,6,666125.87
4096,4096,4,tiled,0,0,0,32,128,64,7,665971.51
4096,4096,3,blocked,32,128,128,0,0,0,0,3224206.97
4096,4096,3,blocked,32,128,128,0,0,0,1,2788641.70
4096,4096,3,blocked,32,128,128,0,0,0,2,2753633.41
4096,4096,3,blocked,32,128,128,0,0,0,3,3021413.52
4096,4096,3,blocked,32,128,128,0,0,0,4,4544171.71
4096,4096,3,blocked,32,128,128,0,0,0,5,4024630.89
4096,4096,3,blocked,32,128,128,0,0,0,6,3697383.18
4096,4096,3,blocked,32,128,128,0,0,0,7,3057430.20
4096,4096,4,tiled,0,0,0,32,128,128,0,655359.67
4096,4096,4,tiled,0,0,0,32,128,128,1,655454.29
4096,4096,4,tiled,0,0,0,32,128,128,2,654185.60
4096,4096,4,tiled,0,0,0,32,128,128,3,654700.94
4096,4096,4,tiled,0,0,0,32,128,128,4,654387.07
4096,4096,4,tiled,0,0,0,32,128,128,5,654000.55
4096,4096,4,tiled,0,0,0,32,128,128,6,653319.68
4096,4096,4,tiled,0,0,0,32,128,128,7,652812.40
4096,4096,3,blocked,32,128,256,0,0,0,0,1890152.71
4096,4096,3,blocked,32,128,256,0,0,0,1,3873478.66
4096,4096,3,blocked,32,128,256,0,0,0,2,2776736.80
4096,4096,3,blocked,32,128,256,0,0,0,3,2236678.98
4096,4096,3,blocked,32,128,256,0,0,0,4,3181240.57
4096,4096,3,blocked,32,128,256,0,0,0,5,3039441.05
4096,4096,3,blocked,32,128,256,0,0,0,6,4210897.62
4096,4096,3,blocked,32,128,256,0,0,0,7,3278258.65
4096,4096,4,tiled,0,0,0,32,128,256,0,672011.45
4096,4096,4,tiled,0,0,0,32,128,256,1,672639.40
4096,4096,4,tiled,0,0,0,32,128,256,2,672301.46
4096,4096,4,tiled,0,0,0,32,128,256,3,673208.15
4096,4096,4,tiled,0,0,0,32,128,256,4,672717.54
4096,4096,4,tiled,0,0,0,32,128,256,5,672425.01
4096,4096,4,tiled,0,0,0,32,128,256,6,673174.07
4096,4096,4,tiled,0,0,0,32,128,256,7,673694.95
4096,4096,3,blocked,32,256,32,0,0,0,0,661139.59
4096,4096,3,blocked,32,256,32,0,0,0,1,652650.41
4096,4096,3,blocked,32,256,32,0,0,0,2,633414.43
4096,4096,3,blocked,32,256,32,0,0,0,3,754069.97
4096,4096,3,blocked,32,256,32,0,0,0,4,627423.81
4096,4096,3,blocked,32,256,32,0,0,0,5,690144.18
4096,4096,3,blocked,32,256,32,0,0,0,6,904601.58
4096,4096,3,blocked,32,256,32,0,0,0,7,672033.43
4096,4096,4,tiled,0,0,0,32,256,32,0,656347.25
4096,4096,4,tiled,0,0,0,32,256,32,1,698649.27
4096,4096,4,tiled,0,0,0,32,256,32,2,656929.37
4096,4096,4,tiled,0,0,0,32,256,32,3,656899.84
4096,4096,4,tiled,0,0,0,32,256,32,4,657245.74
4096,4096,4,tiled,0,0,0,32,256,32,5,654952.54
4096,4096,4,tiled,0,0,0,32,256,32,6,656339.82
4096,4096,4,tiled,0,0,0,32,256,32,7,658563.59
4096,4096,3,blocked,32,256,64,0,0,0,0,1112886.89
4096,4096,3,blocked,32,256,64,0,0,0,1,1197449.50
4096,4096,3,blocked,32,256,64,0,0,0,2,868878.90
4096,4096,3,blocked,32,256,64,0,0,0,3,1850721.72
4096,4096,3,blocked,32,256,64,0,0,0,4,1413602.88
4096,4096,3,blocked,32,256,64,0,0,0,5,2409899.75
4096,4096,3,blocked,32,256,64,0,0,0,6,990136.58
4096,4096,3,blocked,32,256,64,0,0,0,7,1407483.75
4096,4096,4,tiled,0,0,0,32,256,64,0,658962.89
4096,4096,4,tiled,0,0,0,32,256,64,1,657435.42
4096,4096,4,tiled,0,0,0,32,256,64,2,657110.89
4096,4096,4,tiled,0,0,0,32,256,64,3,658205.80
4096,4096,4,tiled,0,0,0,32,256,64,4,657510.97
4096,4096,4,tiled,0,0,0,32,256,64,5,657596.76
4096,4096,4,tiled,0,0,0,32,256,64,6,657299.78
4096,4096,4,tiled,0,0,0,32,256,64,7,657022.99
4096,4096,3,blocked,32,256,128,0,0,0,0,1945907.31
4096,4096,3,blocked,32,256,128,0,0,0,1,2070942.72
4096,4096,3,blocked,32,256,128,0,0,0,2,1767169.35
4096,4096,3,blocked,32,256,128,0,0,0,3,1274869.84
4096,4096,3,blocked,32,256,128,0,0,0,4,1111886.85
4096,4096,3,blocked,32,256,128,0,0,0,5,2089176.59
4096,4096,3,blocked,32,256,128,0,0,0,6,1366739.76
4096,4096,3,blocked,32,256,128,0,0,0,7,1692224.42
4096,4096,4,tiled,0,0,0,32,256,128,0,694374.85
4096,4096,4,tiled,0,0,0,32,256,128,1,691296.59
4096,4096,4,tiled,0,0,0,32,256,128,2,688344.69
4096,4096,4,tiled,0,0,0,32,256,128,3,694651.45
4096,4096,4,tiled,0,0,0,32,256,128,4,692956.02
4096,4096,4,tiled,0,0,0,32,256,128,5,690990.07
4096,4096,4,tiled,0,0,0,32,256,128,6,694109.48
4096,4096,4,tiled,0,0,0,32,256,128,7,689828.00
4096,4096,3,blocked,32,256,256,0,0,0,0,2074462.92
4096,4096,3,blocked,32,256,256,0,0,0,1,2158086.54
4096,4096,3,blocked,32,256,256,0,0,0,2,1930995.48
4096,4096,3,blocked,32,256,256,0,0,0,3,2117175.04
4096,4096,3,blocked,32,256,256,0,0,0,4,2124721.35
4096,4096,3,blocked,32,256,256,0,0,0,5,2286202.97
4096,4096,3,blocked,32,256,256,0,0,0,6,2441403.61
4096,4096,3,blocked,32,256,256,0,0,0,7,2305040.58
4096,4096,4,tiled,0,0,0,32,256,256,0,753032.39
4096,4096,4,tiled,0,0,0,32,256,256,1,753095.24
4096,4096,4,tiled,0,0,0,32,256,256,2,753204.61
4096,4096,4,tiled,0,0,0,32,256,256,3,752729.33
4096,4096,4,tiled,0,0,0,32,256,256,4,752158.63
4096,4096,4,tiled,0,0,0,32,256,256,5,753017.68
4096,4096,4,tiled,0,0,0,32,256,256,6,752354.30
4096,4096,4,tiled,0,0,0,32,256,256,7,772403.61
4096,4096,3,blocked,64,32,32,0,0,0,0,347631.44
4096,4096,3,blocked,64,32,32,0,0,0,1,342657.64
4096,4096,3,blocked,64,32,32,0,0,0,2,348194.66
4096,4096,3,blocked,64,32,32,0,0,0,3,340643.69
4096,4096,3,blocked,64,32,32,0,0,0,4,359478.88
4096,4096,3,blocked,64,32,32,0,0,0,5,356392.64
4096,4096,3,blocked,64,32,32,0,0,0,6,353517.69
4096,4096,3,blocked,64,32,32,0,0,0,7,343467.19
4096,4096,4,tiled,0,0,0,64,32,32,0,686033.49
4096,4096,4,tiled,0,0,0,64,32,32,1,686465.03
4096,4096,4,tiled,0,0,0,64,32,32,2,686765.11
4096,4096,4,tiled,0,0,0,64,32,32,3,686722.88
4096,4096,4,tiled,0,0,0,64,32,32,4,686380.55
4096,4096,4,tiled,0,0,0,64,32,32,5,686904.98
4096,4096,4,tiled,0,0,0,64,32,32,6,686498.72
4096,4096,4,tiled,0,0,0,64,32,32,7,684917.21
4096,4096,3,blocked,64,32,64,0,0,0,0,407240.47
4096,4096,3,blocked,64,32,64,0,0,0,1,407418.70
4096,4096,3,blocked,64,32,64,0,0,0,2,415084.18
4096,4096,3,blocked,64,32,64,0,0,0,3,418109.01
4096,4096,3,blocked,64,32,64,0,0,0,4,417453.26
4096,4096,3,blocked,64,32,64,0,0,0,5,420319.44
4096,4096,3,blocked,64,32,64,0,0,0,6,391656.52
4096,4096,3,blocked,64,32,64,0,0,0,7,418146.58
4096,4096,4,tiled,0,0,0,64,32,64,0,686233.53
4096,4096,4,tiled,0,0,0,64,32,64,1,685523.51
4096,4096,4,tiled,0,0,0,64,32,64,2,685624.37
4096,4096,4,tiled,0,0,0,64,32,64,3,685160.61
4096,4096,4,tiled,0,0,0,64,32,64,4,685952.96
4096,4096,4,tiled,0,0,0,64,32,64,5,685793.93
4096,4096,4,tiled,0,0,0,64,32,64,6,685437.17
4096,4096,4,tiled,0,0,0,64,32,64,7,685583.70
